exactPrice,carpetArea,bedrooms,bathrooms,balconies,totalFlrNum,luxury_score,city,propertyType,furnishing,facing,price_per_sqft
6173000,882,2,2,2,6,0,Patna,Multistorey Apartment,Unfurnished,North,6998.866213151928
8000000,900,2,2,2,6,0,Patna,Multistorey Apartment,Semi-Furnished,East,8888.888888888889
5104200,830,2,2,2,5,0,Patna,Multistorey Apartment,Semi-Furnished,North,6149.638554216867
8600000,1400,3,2,4,4,0,Patna,Multistorey Apartment,Unfurnished,South - East,6142.857142857143
8106800,1134,3,2,3,7,16,Patna,Multistorey Apartment,Unfurnished,East,7148.853615520282
6555000,977,3,2,4,6,0,Patna,Multistorey Apartment,Semi-Furnished,South,6709.314227226203
7015000,800,2,2,1,6,0,Patna,Multistorey Apartment,Semi-Furnished,East,8768.75
4600000,1026,3,2,2,7,0,Patna,Multistorey Apartment,Semi-Furnished,North,4483.430799220273
7000000,980,3,2,2,4,0,Patna,Multistorey Apartment,Unfurnished,West,7142.857142857143
6000000,800,2,2,2,7,0,Patna,Multistorey Apartment,Semi-Furnished,East,7500.0
30000000,1900,3,3,3,7,0,Patna,Multistorey Apartment,Unfurnished,North,15789.473684210527
6204000,1103,3,2,2,5,0,Patna,Multistorey Apartment,Semi-Furnished,North - East,5624.6600181323665
5400000,840,2,2,3,11,0,Patna,Multistorey Apartment,Unfurnished,East,6428.571428571428
8400000,1400,3,2,2,4,0,Patna,Multistorey Apartment,Unfurnished,South,6000.0
7272600,1126,3,2,2,12,10,Patna,Multistorey Apartment,Unfurnished,West,6458.792184724689
5866250,876,2,2,3,6,0,Patna,Multistorey Apartment,Semi-Furnished,North - West,6696.632420091324
5100000,850,2,2,1,4,0,Patna,Multistorey Apartment,Unfurnished,East,6000.0
4220000,756,2,2,2,3,0,Patna,Multistorey Apartment,Semi-Furnished,East,5582.010582010582
7748000,962,3,2,3,4,0,Patna,Multistorey Apartment,Semi-Furnished,East,8054.054054054054
12800000,1450,3,2,2,13,0,Patna,Multistorey Apartment,Unfurnished,East,8827.586206896553
79040000,1230,3,2,3,7,0,Patna,Multistorey Apartment,Unfurnished,South - East,64260.16260162602
6500000,850,3,2,2,4,0,Patna,Multistorey Apartment,Unfurnished,West,7647.058823529412
6580000,1200,3,2,2,5,0,Patna,Multistorey Apartment,Semi-Furnished,North - East,5483.333333333333
9800000,1150,3,2,2,5,0,Patna,Multistorey Apartment,Unfurnished,Unknown,8521.739130434782
4680000,700,2,2,2,3,0,Patna,Multistorey Apartment,Semi-Furnished,East,6685.714285714285
7800000,1012,3,2,2,6,0,Patna,Multistorey Apartment,Semi-Furnished,East,7707.509881422925
7042600,1078,3,2,2,12,10,Patna,Multistorey Apartment,Unfurnished,West,6533.0241187384045
14000000,1448,3,2,3,4,0,Patna,Multistorey Apartment,Semi-Furnished,East,9668.508287292818
13000000,1300,3,3,3,3,0,Patna,Multistorey Apartment,Semi-Furnished,East,10000.0
11436000,1238,3,2,2,2,12,Patna,Multistorey Apartment,Unfurnished,South - East,9237.479806138934
5460000,700,2,2,2,6,0,Patna,Multistorey Apartment,Unfurnished,East,7800.0
9000000,1350,3,2,2,3,0,Patna,Multistorey Apartment,Unfurnished,East,6666.666666666667
6500000,1200,3,2,2,4,0,Patna,Multistorey Apartment,Unfurnished,Unknown,5416.666666666667
3000000,364,1,1,1,6,0,Patna,Multistorey Apartment,Unfurnished,West,8241.758241758242
6745000,1020,3,2,2,6,0,Patna,Multistorey Apartment,Semi-Furnished,East,6612.745098039216
8250000,1375,3,2,3,7,0,Patna,Multistorey Apartment,Semi-Furnished,East,6000.0
13200000,1250,3,3,4,4,0,Patna,Multistorey Apartment,Unfurnished,West,10560.0
7803600,950,3,2,3,6,0,Patna,Multistorey Apartment,Unfurnished,East,8214.315789473685
7630000,1250,3,2,2,4,0,Patna,Multistorey Apartment,Unfurnished,South - East,6104.0
13000000,1270,3,3,3,4,0,Patna,Multistorey Apartment,Semi-Furnished,East,10236.220472440946
11000000,1175,3,3,2,7,0,Patna,Multistorey Apartment,Semi-Furnished,East,9361.702127659575
7250000,1100,3,2,2,3,0,Patna,Multistorey Apartment,Unfurnished,East,6590.909090909091
8880000,1656,4,3,3,8,0,Patna,Multistorey Apartment,Semi-Furnished,North - East,5362.31884057971
5296250,791,2,2,2,6,0,Patna,Multistorey Apartment,Unfurnished,North,6695.638432364096
7476600,1018,3,2,3,7,13,Patna,Multistorey Apartment,Unfurnished,East,7344.4007858546165
4500000,945,2,2,2,6,0,Patna,Multistorey Apartment,Unfurnished,East,4761.9047619047615
7000000,900,3,2,2,4,0,Patna,Multistorey Apartment,Semi-Furnished,East,7777.777777777777
6500000,1200,3,2,2,4,0,Patna,Multistorey Apartment,Unfurnished,Unknown,5416.666666666667
12200000,1042,3,3,3,4,0,Patna,Multistorey Apartment,Unfurnished,West,11708.253358925143
6220000,950,2,2,1,4,0,Patna,Multistorey Apartment,Unfurnished,South - East,6547.368421052632
5472000,694,2,2,3,4,0,Patna,Multistorey Apartment,Unfurnished,West,7884.726224783862
6500000,1100,3,2,2,4,0,Patna,Multistorey Apartment,Semi-Furnished,East,5909.090909090909
16900000,2000,4,4,4,20,0,Patna,Multistorey Apartment,Unfurnished,South -West,8450.0
9578100,1133,3,2,4,4,0,Patna,Multistorey Apartment,Semi-Furnished,West,8453.751103265666
6000000,1100,2,2,1,4,0,Patna,Multistorey Apartment,Semi-Furnished,East,5454.545454545455
5621200,873,2,2,3,11,0,Patna,Multistorey Apartment,Unfurnished,West,6438.946162657503
8066800,825,2,2,2,6,0,Patna,Multistorey Apartment,Unfurnished,West,9777.939393939394
6887500,1027,3,2,3,6,0,Patna,Multistorey Apartment,Semi-Furnished,East,6706.426484907498
7440000,1230,3,3,2,8,0,Patna,Multistorey Apartment,Semi-Furnished,North - East,6048.780487804878
7454520,1002,3,2,3,4,0,Patna,Multistorey Apartment,Unfurnished,West,7439.640718562874
7500000,1030,3,2,3,6,0,Patna,Multistorey Apartment,Semi-Furnished,West,7281.553398058252
6678000,785,2,2,2,4,0,Patna,Multistorey Apartment,Semi-Furnished,North,8507.006369426752
11000000,1250,3,2,2,5,0,Patna,Multistorey Apartment,Semi-Furnished,East,8800.0
4800000,599,2,2,2,7,0,Patna,Multistorey Apartment,Semi-Furnished,West,8013.355592654424
8350000,948,3,2,2,4,0,Patna,Multistorey Apartment,Semi-Furnished,East,8808.01687763713
5490000,950,3,2,2,4,0,Patna,Multistorey Apartment,Unfurnished,South - East,5778.9473684210525
9500000,1100,3,2,3,10,9,Patna,Multistorey Apartment,Unfurnished,East,8636.363636363636
6400000,750,2,2,2,3,7,Patna,Multistorey Apartment,Unfurnished,East,8533.333333333334
8100000,928,3,2,4,4,0,Patna,Multistorey Apartment,Unfurnished,North,8728.448275862069
4296000,625,2,2,1,6,0,Patna,Multistorey Apartment,Semi-Furnished,North - East,6873.6
6390300,832,2,2,3,7,0,Patna,Multistorey Apartment,Unfurnished,North,7680.649038461538
6491225,800,3,2,2,4,0,Patna,Multistorey Apartment,Unfurnished,North,8114.03125
7840000,895,3,2,9,7,17,Patna,Multistorey Apartment,Unfurnished,Unknown,8759.77653631285
16500000,1400,3,2,2,4,0,Patna,Multistorey Apartment,Furnished,North,11785.714285714286
9000000,1050,3,2,2,6,0,Patna,Multistorey Apartment,Unfurnished,West,8571.42857142857
7300000,850,2,2,2,5,0,Patna,Multistorey Apartment,Semi-Furnished,East,8588.235294117647
6403200,970,3,2,2,4,0,Patna,Multistorey Apartment,Semi-Furnished,East,6601.237113402062
9522000,1451,3,3,4,6,0,Patna,Multistorey Apartment,Unfurnished,West,6562.37077877326
7000000,800,2,2,1,6,0,Patna,Multistorey Apartment,Unfurnished,East,8750.0
8000000,1250,3,2,2,3,0,Patna,Multistorey Apartment,Unfurnished,West,6400.0
9300000,1410,3,2,2,6,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,6595.744680851064
7056500,872,3,2,2,8,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,8092.316513761468
8012100,1086,3,2,2,7,0,Patna,Multistorey Apartment,Semi-Furnished,North - East,7377.624309392265
11376600,1163,3,3,4,6,0,Patna,Multistorey Apartment,Unfurnished,South - East,9782.115219260533
12500000,1500,4,4,1,1,0,Patna,Residential House,Unfurnished,South,8333.333333333334
7350000,882,2,2,9,7,17,Patna,Multistorey Apartment,Unfurnished,Unknown,8333.333333333334
6984620,916,3,2,3,4,0,Patna,Multistorey Apartment,Unfurnished,South - East,7625.131004366812
10000000,1320,3,3,3,4,0,Patna,Multistorey Apartment,Unfurnished,West,7575.757575757576
5467500,580,1,1,9,4,0,Patna,Multistorey Apartment,Unfurnished,East,9426.724137931034
5300000,900,2,2,2,5,0,Patna,Multistorey Apartment,Furnished,East,5888.888888888889
8200000,1019,3,2,2,7,0,Patna,Multistorey Apartment,Semi-Furnished,East,8047.105004906772
8748000,888,3,2,4,4,0,Patna,Multistorey Apartment,Unfurnished,West,9851.351351351352
12000000,1350,3,3,3,5,0,Patna,Multistorey Apartment,Semi-Furnished,East,8888.888888888889
8398500,1233,3,2,2,8,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,6811.435523114355
8546800,1140,3,3,3,12,10,Patna,Multistorey Apartment,Unfurnished,East,7497.19298245614
8200000,1300,3,2,2,6,0,Patna,Multistorey Apartment,Unfurnished,Unknown,6307.692307692308
9570000,909,3,2,3,4,0,Patna,Multistorey Apartment,Unfurnished,East,10528.052805280528
7560000,850,2,2,1,7,13,Patna,Multistorey Apartment,Unfurnished,East,8894.117647058823
6500000,1250,3,2,4,4,0,Patna,Multistorey Apartment,Semi-Furnished,West,5200.0
19000000,2200,4,3,3,5,0,Patna,Multistorey Apartment,Furnished,East,8636.363636363636
6125000,736,2,2,9,7,17,Patna,Multistorey Apartment,Unfurnished,Unknown,8322.010869565218
50000000,2800,6,5,2,2,0,Patna,Villa,Semi-Furnished,North,17857.14285714286
7360540,998,3,2,3,4,0,Patna,Multistorey Apartment,Unfurnished,North,7375.290581162325
25000000,1550,3,3,3,5,0,Patna,Multistorey Apartment,Semi-Furnished,East,16129.032258064517
23500000,1575,3,3,1,6,21,Patna,Multistorey Apartment,Unfurnished,West,14920.63492063492
7250000,1000,3,2,2,7,0,Patna,Multistorey Apartment,Unfurnished,East,7250.0
7450000,962,3,2,3,4,0,Patna,Multistorey Apartment,Semi-Furnished,East,7744.282744282745
12500000,1300,3,2,2,5,0,Patna,Multistorey Apartment,Unfurnished,West,9615.384615384615
8892000,882,3,2,4,4,0,Patna,Multistorey Apartment,Unfurnished,West,10081.632653061224
6300000,1000,3,2,3,7,0,Patna,Multistorey Apartment,Unfurnished,East,6300.0
7582400,1083,3,2,2,4,0,Patna,Builder Floor Apartment,Furnished,Unknown,7001.2927054478305
12479350,1650,3,2,2,10,0,Patna,Multistorey Apartment,Semi-Furnished,North - East,7563.242424242424
4800000,640,3,2,4,4,0,Patna,Multistorey Apartment,Semi-Furnished,North,7500.0
7000000,1050,2,2,2,4,0,Patna,Multistorey Apartment,Unfurnished,East,6666.666666666667
10430000,971,3,2,2,13,0,Patna,Multistorey Apartment,Semi-Furnished,East,10741.50360453141
16800000,1500,3,3,3,6,0,Patna,Multistorey Apartment,Unfurnished,North,11200.0
8468600,1140,3,3,3,12,10,Patna,Multistorey Apartment,Unfurnished,East,7428.596491228071
13500000,1400,3,3,2,3,0,Patna,Multistorey Apartment,Semi-Furnished,East,9642.857142857143
5200000,988,3,2,3,3,0,Patna,Multistorey Apartment,Semi-Furnished,East,5263.1578947368425
7500000,1200,3,2,2,4,0,Patna,Multistorey Apartment,Semi-Furnished,South,6250.0
11000000,1200,3,2,1,5,0,Patna,Multistorey Apartment,Semi-Furnished,North,9166.666666666666
6247500,636,2,2,9,7,17,Patna,Multistorey Apartment,Unfurnished,Unknown,9823.11320754717
6995400,937,3,2,3,4,0,Patna,Multistorey Apartment,Unfurnished,East,7465.741728922092
13000000,1400,3,2,2,6,0,Patna,Multistorey Apartment,Semi-Furnished,North,9285.714285714286
6500000,980,3,2,3,5,0,Patna,Multistorey Apartment,Unfurnished,West,6632.65306122449
6750000,1050,3,2,2,6,0,Patna,Multistorey Apartment,Unfurnished,South - East,6428.571428571428
11500000,1327,3,3,3,14,3,Patna,Multistorey Apartment,Semi-Furnished,East,8666.164280331575
8772000,867,3,2,4,4,0,Patna,Multistorey Apartment,Unfurnished,East,10117.64705882353
5800000,719,2,2,2,7,0,Patna,Multistorey Apartment,Semi-Furnished,East,8066.759388038943
12500000,1150,3,2,2,5,0,Patna,Multistorey Apartment,Semi-Furnished,East,10869.565217391304
8932000,1000,2,2,1,7,13,Patna,Multistorey Apartment,Unfurnished,West,8932.0
4000000,640,2,2,3,4,0,Patna,Multistorey Apartment,Semi-Furnished,West,6250.0
7000000,1200,3,2,2,3,0,Patna,Multistorey Apartment,Unfurnished,North,5833.333333333333
14775000,1860,5,4,4,15,2,Patna,Multistorey Apartment,Semi-Furnished,South - East,7943.548387096775
9960500,1275,4,3,3,5,0,Patna,Multistorey Apartment,Semi-Furnished,East,7812.156862745098
7318600,957,3,2,2,12,10,Patna,Multistorey Apartment,Unfurnished,East,7647.439916405434
8027400,1089,3,2,3,7,0,Patna,Multistorey Apartment,Semi-Furnished,South - East,7371.349862258953
6200000,875,2,2,2,6,0,Patna,Multistorey Apartment,Unfurnished,North,7085.714285714285
13000000,1200,5,4,1,2,0,Patna,Residential House,Semi-Furnished,North - West,10833.333333333334
4280000,778,2,2,3,3,0,Patna,Multistorey Apartment,Semi-Furnished,East,5501.285347043702
2978500,644,2,2,1,6,0,Patna,Multistorey Apartment,Unfurnished,South,4625.0
7360540,968,3,2,3,4,0,Patna,Multistorey Apartment,Semi-Furnished,North - West,7603.863636363636
8085000,882,2,2,9,7,17,Patna,Multistorey Apartment,Unfurnished,Unknown,9166.666666666666
8500000,1200,3,2,2,4,0,Patna,Multistorey Apartment,Unfurnished,West,7083.333333333333
6000000,1020,3,2,9,4,0,Patna,Multistorey Apartment,Semi-Furnished,West,5882.35294117647
7520000,1150,3,3,2,8,0,Patna,Multistorey Apartment,Unfurnished,South - East,6539.130434782609
21000000,1250,3,2,2,4,0,Patna,Multistorey Apartment,Semi-Furnished,North,16800.0
5100000,850,2,2,2,4,0,Patna,Multistorey Apartment,Furnished,Unknown,6000.0
7748000,962,3,2,3,4,0,Patna,Multistorey Apartment,Unfurnished,East,8054.054054054054
6276000,639,2,2,3,4,0,Patna,Multistorey Apartment,Unfurnished,East,9821.596244131455
8000000,900,2,2,2,5,0,Patna,Multistorey Apartment,Unfurnished,East,8888.888888888889
9200000,1154,3,2,3,4,0,Patna,Multistorey Apartment,Semi-Furnished,East,7972.270363951473
12000000,1200,3,2,2,4,0,Patna,Multistorey Apartment,Semi-Furnished,East,10000.0
11985000,1355,3,3,4,16,2,Patna,Multistorey Apartment,Semi-Furnished,North - East,8845.018450184501
5164500,658,2,2,2,5,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,7848.784194528876
4000000,750,2,2,3,4,0,Patna,Multistorey Apartment,Semi-Furnished,West,5333.333333333333
6380000,1000,3,2,3,7,0,Patna,Multistorey Apartment,Unfurnished,East,6380.0
12500000,680,4,3,2,2,0,Patna,Residential House,Semi-Furnished,North,18382.352941176472
7277200,951,3,2,3,12,10,Patna,Multistorey Apartment,Unfurnished,East,7652.155625657203
7012500,900,3,2,2,3,0,Patna,Multistorey Apartment,Semi-Furnished,North - West,7791.666666666667
6500000,1250,3,2,3,7,0,Patna,Multistorey Apartment,Unfurnished,East,5200.0
5190000,880,2,2,2,4,0,Patna,Multistorey Apartment,Unfurnished,North,5897.727272727273
9958000,1835,3,3,3,7,0,Patna,Multistorey Apartment,Semi-Furnished,East,5426.702997275204
19500000,1200,4,3,2,1,0,Patna,Residential House,Unfurnished,North,16250.0
8000000,650,7,3,2,3,0,Patna,Residential House,Semi-Furnished,Unknown,12307.692307692309
3000000,711,2,2,3,7,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,4219.4092827004215
12100000,1321,3,3,4,4,0,Patna,Multistorey Apartment,Semi-Furnished,South - East,9159.727479182438
7500000,1200,3,3,2,5,0,Patna,Multistorey Apartment,Semi-Furnished,East,6250.0
6500000,1150,3,2,3,4,0,Patna,Multistorey Apartment,Unfurnished,Unknown,5652.173913043478
3500000,725,2,2,1,5,0,Patna,Multistorey Apartment,Furnished,Unknown,4827.586206896552
7500000,950,3,2,1,4,0,Patna,Multistorey Apartment,Unfurnished,Unknown,7894.736842105263
3552000,768,2,2,2,6,0,Patna,Multistorey Apartment,Unfurnished,North - East,4625.0
4160000,739,2,2,2,3,0,Patna,Multistorey Apartment,Semi-Furnished,East,5629.228687415426
10320000,1400,3,2,3,4,0,Patna,Multistorey Apartment,Unfurnished,Unknown,7371.428571428572
52500000,2000,4,3,1,1,0,Patna,Residential House,Semi-Furnished,North - East,26250.0
6700000,1118,3,2,1,4,0,Patna,Multistorey Apartment,Unfurnished,Unknown,5992.8443649373885
7500000,1125,3,2,3,5,0,Patna,Multistorey Apartment,Unfurnished,East,6666.666666666667
7500000,900,2,2,2,4,0,Patna,Multistorey Apartment,Unfurnished,East,8333.333333333334
6743000,736,2,2,9,7,17,Patna,Multistorey Apartment,Unfurnished,Unknown,9161.684782608696
7145555,974,3,2,3,4,0,Patna,Multistorey Apartment,Semi-Furnished,East,7336.298767967146
15025000,1600,3,3,3,7,0,Patna,Multistorey Apartment,Semi-Furnished,East,9390.625
13000000,1200,3,2,2,6,0,Patna,Multistorey Apartment,Semi-Furnished,East,10833.333333333334
5500000,1160,3,2,2,2,19,Patna,Multistorey Apartment,Semi-Furnished,Unknown,4741.379310344828
14000000,1250,3,3,9,6,0,Patna,Multistorey Apartment,Unfurnished,West,11200.0
21000000,1600,5,4,4,3,0,Patna,Residential House,Semi-Furnished,East,13125.0
16000000,1625,3,2,2,10,0,Patna,Multistorey Apartment,Semi-Furnished,East,9846.153846153846
11000000,1600,3,2,3,6,0,Patna,Multistorey Apartment,Semi-Furnished,East,6875.0
10000000,888,3,2,4,4,0,Patna,Multistorey Apartment,Unfurnished,East,11261.261261261261
6500000,900,3,2,1,3,0,Patna,Multistorey Apartment,Furnished,Unknown,7222.222222222223
7100000,1000,2,2,1,4,0,Patna,Multistorey Apartment,Unfurnished,North,7100.0
5200000,737,2,2,2,4,0,Patna,Multistorey Apartment,Unfurnished,East,7055.630936227951
7748000,962,3,2,3,4,0,Patna,Multistorey Apartment,Unfurnished,East,8054.054054054054
15000000,1350,3,2,2,5,0,Patna,Multistorey Apartment,Unfurnished,South,11111.111111111111
7400000,1066,3,2,2,4,6,Patna,Multistorey Apartment,Unfurnished,East,6941.838649155722
12935000,1413,4,3,4,15,2,Patna,Multistorey Apartment,Semi-Furnished,South - East,9154.281670205237
7560000,850,2,2,1,7,13,Patna,Multistorey Apartment,Unfurnished,East,8894.117647058823
6400000,800,2,2,3,6,0,Patna,Multistorey Apartment,Furnished,Unknown,8000.0
7560000,1100,3,2,4,4,0,Patna,Multistorey Apartment,Unfurnished,Unknown,6872.727272727273
7000000,1050,2,2,1,4,0,Patna,Multistorey Apartment,Furnished,South - East,6666.666666666667
11500000,1119,3,3,3,5,0,Patna,Multistorey Apartment,Semi-Furnished,South - East,10277.03306523682
7530200,957,3,2,3,12,10,Patna,Multistorey Apartment,Unfurnished,East,7868.547544409614
6000000,1200,3,2,1,5,7,Patna,Multistorey Apartment,Furnished,Unknown,5000.0
6506500,829,2,2,2,5,0,Patna,Multistorey Apartment,Semi-Furnished,North - East,7848.612786489747
6500000,790,2,2,9,6,0,Patna,Multistorey Apartment,Unfurnished,North,8227.848101265823
9,713,2,2,2,7,0,Patna,Multistorey Apartment,Unfurnished,Unknown,0.012622720897615708
9,1400,2,2,2,4,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,0.0064285714285714285
9,1100,3,2,3,2,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,0.008181818181818182
9,1800,4,3,3,6,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,0.005
9,200,3,3,9,9,0,Patna,Residential House,Unfurnished,Unknown,0.045
9,700,2,2,9,9,0,Patna,Residential House,Unfurnished,Unknown,0.012857142857142857
9,820,2,2,9,9,0,Patna,Multistorey Apartment,Furnished,Unknown,0.01097560975609756
9,220,3,1,9,9,0,Patna,Multistorey Apartment,Furnished,Unknown,0.04090909090909091
9,720,1,1,9,9,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,0.0125
9,900,2,2,9,9,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,0.01
9,900,2,2,9,9,0,Patna,Multistorey Apartment,Unfurnished,Unknown,0.01
9,900,1,1,9,9,0,Patna,Residential House,Unfurnished,Unknown,0.01
9,730,2,2,9,9,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,0.012328767123287671
9,860,2,2,9,9,0,Patna,Multistorey Apartment,Unfurnished,Unknown,0.010465116279069767
9,892,2,2,9,9,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,0.010089686098654708
9,854,2,2,9,9,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,0.01053864168618267
9,200,3,3,9,9,0,Patna,Residential House,Unfurnished,Unknown,0.045
9,850,2,2,9,9,0,Patna,Multistorey Apartment,Furnished,Unknown,0.010588235294117647
9,950,2,2,9,9,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,0.009473684210526316
9,980,2,2,9,9,0,Patna,Multistorey Apartment,Unfurnished,Unknown,0.009183673469387756
9,925,2,2,9,9,0,Patna,Builder Floor Apartment,Unfurnished,Unknown,0.00972972972972973
9,860,2,2,9,9,0,Patna,Multistorey Apartment,Unfurnished,Unknown,0.010465116279069767
9,900,2,2,9,9,0,Patna,Multistorey Apartment,Unfurnished,Unknown,0.01
9,730,2,2,9,9,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,0.012328767123287671
9,892,2,2,9,9,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,0.010089686098654708
9,854,2,2,9,9,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,0.01053864168618267
9,900,1,1,9,9,0,Patna,Residential House,Unfurnished,Unknown,0.01
9,600,2,2,9,9,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,0.015
9,950,2,2,9,9,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,0.009473684210526316
9,980,2,2,9,9,0,Patna,Multistorey Apartment,Unfurnished,Unknown,0.009183673469387756
9,850,2,2,9,9,0,Patna,Multistorey Apartment,Furnished,Unknown,0.010588235294117647
9,550,2,2,9,9,0,Patna,Residential House,Unfurnished,Unknown,0.016363636363636365
9,790,2,2,9,9,0,Patna,Builder Floor Apartment,Semi-Furnished,Unknown,0.01139240506329114
9,750,2,2,9,9,0,Patna,Multistorey Apartment,Furnished,Unknown,0.012
9,700,2,2,9,9,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,0.012857142857142857
9,833,2,2,9,9,0,Patna,Multistorey Apartment,Unfurnished,Unknown,0.010804321728691477
9,970,3,3,9,9,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,0.009278350515463918
9,720,1,1,9,9,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,0.0125
9,600,2,2,9,9,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,0.015
9,833,2,2,9,9,0,Patna,Multistorey Apartment,Unfurnished,Unknown,0.010804321728691477
9,970,3,3,9,9,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,0.009278350515463918
9,550,2,2,9,9,0,Patna,Residential House,Unfurnished,Unknown,0.016363636363636365
9,790,2,2,9,9,0,Patna,Builder Floor Apartment,Semi-Furnished,Unknown,0.01139240506329114
9,700,2,2,9,9,0,Patna,Multistorey Apartment,Semi-Furnished,Unknown,0.012857142857142857
9,750,2,2,9,9,0,Patna,Multistorey Apartment,Furnished,Unknown,0.012
